LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,BOROUGH,NEIGHBORHOOD,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ZIP CODE,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE
4000,798,412340,5,NEW DORP                 ,1,4245,11, ,A2,10306,1960,1, A2 ,8/26/2015
4000,792,350000,5,NEW DORP                 ,1,4222,27, ,A2,10306,1950,1, A2 ,10/1/2015
4949,780,295988,5,NEW DORP                 ,1,4040,33, ,A6,10306,1935,1, A6 ,8/19/2015
4000,780,483000,5,NEW DORP                 ,1,4223,23, ,A2,10306,1955,1, A2 ,2/10/2015
4000,650,250000,5,NEW DORP                 ,1,4245,61, ,A2,10306,1930,1, A2 ,10/28/2015
4000,2500,550000,5,NEW DORP-BEACH           ,1,4066,34, ,A1,10306,1930,1, A1 ,8/31/2015
2233,2028,433992,5,NEW DORP-BEACH           ,1,4066,3, ,A5,10306,2015,1, A5 ,10/23/2015
2400,2008,111000,5,NEW DORP-BEACH           ,1,4073,81, ,A5,10306,1983,1, A5 ,9/17/2015
4000,1999,628000,5,NEW DORP-BEACH           ,1,4050,41, ,A1,10306,1935,1, A1 ,7/23/2015
1680,1930,320000,5,NEW DORP-BEACH           ,1,4043,77, ,A5,10306,1989,1, A5 ,6/17/2015
1680,1930,315000,5,NEW DORP-BEACH           ,1,4043,76, ,A5,10306,1989,1, A5 ,8/10/2015
1321,1825,415000,5,NEW DORP-BEACH           ,1,4131,75, ,A5,10306,1997,1, A5 ,11/6/2015
3240,1680,338000,5,NEW DORP-BEACH           ,1,4057,30, ,A5,10306,1980,1, A5 ,4/7/2015
4400,1600,322029,5,NEW DORP-BEACH           ,1,4069,52, ,A1,10306,1935,1, A1 ,9/29/2015
2800,1600,410000,5,NEW DORP-BEACH           ,1,4089,57, ,A5,10306,1982,1, A5 ,3/5/2015
2800,1600,355350,5,NEW DORP-BEACH           ,1,4089,61, ,A5,10306,1980,1, A5 ,7/15/2015
2125,1600,383500,5,NEW DORP-BEACH           ,1,4088,1, ,A5,10306,1989,1, A5 ,10/6/2015
6960,1560,400000,5,NEW DORP-BEACH           ,1,4049,73, ,A1,10306,1990,1, S1 ,12/23/2015
1760,1530,350000,5,NEW DORP-BEACH           ,1,4071,8, ,A5,10306,1988,1, A5 ,9/18/2015
6000,1440,320000,5,NEW DORP-BEACH           ,1,4064,8, ,A2,10306,1955,1, A2 ,3/27/2015
4285,1400,385000,5,NEW DORP-BEACH           ,1,4130,330, ,A1,10306,1997,1, A1 ,6/26/2015
2808,1360,390000,5,NEW DORP-BEACH           ,1,4063,30, ,A5,10306,1970,1, A5 ,10/7/2015
2467,1344,382000,5,NEW DORP-BEACH           ,1,4130,628, ,A9,10306,1982,1, A9 ,6/29/2015
2810,1300,335000,5,NEW DORP-BEACH           ,1,4089,16, ,A5,10306,1982,1, A5 ,4/3/2015
1162,1270,326000,5,NEW DORP-BEACH           ,1,4071,82, ,A5,10306,1992,1, A5 ,8/14/2015
5360,1208,352723,5,NEW DORP-BEACH           ,1,4087,46, ,A2,10306,1920,1, A2 ,12/3/2015
2940,1200,398000,5,NEW DORP-BEACH           ,1,4049,38, ,A5,10306,2001,1, A5 ,10/7/2015
6565,1200,390000,5,NEW DORP-BEACH           ,1,4068,8, ,A2,10306,1960,1, A2 ,3/30/2015
2480,1200,332780,5,NEW DORP-BEACH           ,1,4084,53, ,A1,10306,1925,1, A1 ,11/19/2015
2640,1197,213000,5,NEW DORP-BEACH           ,1,4130,616, ,A9,10306,1980,1, A9 ,5/5/2015
2704,1184,325000,5,NEW DORP-BEACH           ,1,4130,385, ,A9,10306,1965,1, A9 ,7/27/2015
2704,1184,323000,5,NEW DORP-BEACH           ,1,4130,389, ,A9,10306,1965,1, A9 ,8/6/2015
2730,1184,233750,5,NEW DORP-BEACH           ,1,4130,390, ,A9,10306,1965,1, A9 ,4/14/2015
2914,1132,167310,5,NEW DORP-BEACH           ,1,4082,23, ,A1,10306,1945,1, A1 ,5/18/2015
4050,1040,350000,5,NEW DORP-BEACH           ,1,4050,20, ,A2,10306,1950,1, A2 ,12/28/2015
1860,1000,385000,5,NEW DORP-BEACH           ,1,4084,28, ,A1,10306,2004,1, A1 ,11/19/2015
4000,1000,419000,5,NEW DORP-BEACH           ,1,4067,45, ,A2,10306,1960,1, A2 ,5/26/2015
4560,988,364000,5,NEW DORP-BEACH           ,1,4077,13, ,A2,10306,1960,1, A2 ,10/30/2015
5950,960,350000,5,NEW DORP-BEACH           ,1,4045,13, ,A2,10306,1950,1, A2 ,7/23/2015
4000,960,420000,5,NEW DORP-BEACH           ,1,4067,49, ,A2,10306,1960,1, A2 ,6/23/2015
1860,953,340000,5,NEW DORP-BEACH           ,1,4084,70, ,A2,10306,1945,1, A2 ,9/16/2015
4560,950,305000,5,NEW DORP-BEACH           ,1,4077,10, ,A2,10306,1960,1, A2 ,3/27/2015
4000,950,317000,5,NEW DORP-BEACH           ,1,4067,53, ,A2,10306,1955,1, A2 ,11/25/2015
2400,932,100000,5,NEW DORP-BEACH           ,1,4079,22, ,A6,10306,1930,1, A6 ,7/14/2015
752,864,199000,5,NEW DORP-BEACH           ,1,4057,86, ,A5,10306,1980,1, A5 ,12/29/2015
672,864,165000,5,NEW DORP-BEACH           ,1,4057,102, ,A5,10306,1980,1, A5 ,12/21/2015
2000,800,200000,5,NEW DORP-BEACH           ,1,4068,65, ,A2,10306,1940,1, A2 ,8/19/2015
2480,788,270536,5,NEW DORP-BEACH           ,1,4085,59, ,A2,10306,1935,1, A2 ,12/30/2015
2600,736,280000,5,NEW DORP-BEACH           ,1,4064,12, ,A6,10306,1925,1, A6 ,11/24/2015
1240,720,144240,5,NEW DORP-BEACH           ,1,4083,58, ,A2,10306,1925,1, A2 ,8/20/2015
2400,680,92500,5,NEW DORP-BEACH           ,1,4080,9, ,A2,10306,1920,1, A2 ,5/14/2015
7639,640,350000,5,NEW DORP-BEACH           ,1,4050,45, ,A2,10306,1935,1, A2 ,10/27/2015
1200,576,210000,5,NEW DORP-BEACH           ,1,4092,25, ,A6,10306,1920,1, A6 ,12/22/2015
1200,560,175000,5,NEW DORP-BEACH           ,1,4081,46, ,A6,10306,1930,1, A6 ,12/9/2015
1800,546,212262,5,NEW DORP-BEACH           ,1,4083,3, ,A6,10306,1920,1, A6 ,8/26/2015
2600,466,205502,5,NEW DORP-BEACH           ,1,4087,51, ,A6,10306,1920,1, A6 ,7/29/2015
1200,420,215000,5,NEW DORP-BEACH           ,1,4091,14, ,A6,10306,1930,1, A6 ,11/27/2015
6800,2614,690000,5,NEW DORP-HEIGHTS         ,1,952,187, ,A9,10306,1970,1, A9 ,6/24/2015
5293,2564,890968,5,NEW DORP-HEIGHTS         ,1,951,4, ,A3,10306,2014,1, A3 ,4/30/2015
25291,2520,610000,5,NEW DORP-HEIGHTS         ,1,952,151, ,A2,10306,1970,1, A2 ,12/10/2015
4040,2340,475000,5,NEW DORP-HEIGHTS         ,1,939,300, ,A1,10306,1970,1, A2 ,1/15/2015
4000,2288,587500,5,NEW DORP-HEIGHTS         ,1,4310,159, ,A1,10306,1965,1, A1 ,10/13/2015
5239,2266,540000,5,NEW DORP-HEIGHTS         ,1,949,328, ,A1,10306,1975,1, A1 ,3/20/2015
4000,2250,520000,5,NEW DORP-HEIGHTS         ,1,948,123, ,A2,10306,1955,1, A2 ,12/11/2015
2800,2200,475000,5,NEW DORP-HEIGHTS         ,1,4364,7, ,A5,10306,1970,1, A5 ,1/20/2015
2820,2200,480000,5,NEW DORP-HEIGHTS         ,1,4369,51, ,A5,10306,1965,1, A5 ,9/9/2015
3000,2200,450000,5,NEW DORP-HEIGHTS         ,1,4369,48, ,A5,10306,1965,1, A5 ,2/27/2015
3016,2100,550000,5,NEW DORP-HEIGHTS         ,1,950,12, ,A5,10306,1935,1, A5 ,12/11/2015
4500,2037,647500,5,NEW DORP-HEIGHTS         ,1,939,205, ,A1,10306,1960,1, A1 ,7/7/2015
4000,1998,864494,5,NEW DORP-HEIGHTS         ,1,939,196, ,A1,10306,2015,1, A1 ,10/23/2015
4000,1998,865512,5,NEW DORP-HEIGHTS         ,1,939,196, ,A1,10306,2015,1, A1 ,12/23/2015
24605,1900,795000,5,NEW DORP-HEIGHTS         ,1,952,200, ,A1,10306,1965,1, A1 ,11/23/2015
5000,1763,595000,5,NEW DORP-HEIGHTS         ,1,4306,67, ,A1,10306,1930,1, A1 ,10/15/2015
5000,1700,685000,5,NEW DORP-HEIGHTS         ,1,4309,25, ,A1,10306,1925,1, A1 ,10/21/2015
4000,1664,597200,5,NEW DORP-HEIGHTS         ,1,4313,18, ,A1,10306,1995,1, A1 ,12/23/2015
18850,1636,750000,5,NEW DORP-HEIGHTS         ,1,952,241, ,A1,10306,1970,1, A1 ,10/30/2015
4000,1608,557000,5,NEW DORP-HEIGHTS         ,1,4337,40, ,A1,10306,1925,1, A1 ,10/19/2015
4125,1554,550000,5,NEW DORP-HEIGHTS         ,1,948,129, ,A1,10306,1960,1, A1 ,11/9/2015
2805,1520,440900,5,NEW DORP-HEIGHTS         ,1,4361,18, ,A5,10306,1965,1, A5 ,6/25/2015
2800,1520,437000,5,NEW DORP-HEIGHTS         ,1,4363,86, ,A5,10306,1965,1, A5 ,9/4/2015
5350,1500,301000,5,NEW DORP-HEIGHTS         ,1,4309,128, ,A1,10306,1960,1, A1 ,9/29/2015
5350,1500,337367,5,NEW DORP-HEIGHTS         ,1,4309,128, ,A1,10306,1960,1, A1 ,4/16/2015
2800,1480,250000,5,NEW DORP-HEIGHTS         ,1,4363,102, ,A5,10306,1965,1, A5 ,11/9/2015
6000,1436,635000,5,NEW DORP-HEIGHTS         ,1,952,162, ,A1,10306,1955,1, A1 ,12/14/2015
9318,1425,560000,5,NEW DORP-HEIGHTS         ,1,952,132, ,A2,10306,1960,1, A2 ,5/7/2015
2700,1400,452500,5,NEW DORP-HEIGHTS         ,1,4316,63, ,A5,10306,1965,1, A5 ,8/25/2015
2500,1360,416000,5,NEW DORP-HEIGHTS         ,1,4344,53, ,A5,10306,1960,1, A5 ,11/12/2015
2625,1360,432000,5,NEW DORP-HEIGHTS         ,1,4342,14, ,A5,10306,1960,1, A5 ,10/2/2015
2600,1296,380000,5,NEW DORP-HEIGHTS         ,1,4369,20, ,A5,10306,1960,1, A5 ,2/26/2015
2671,1280,470000,5,NEW DORP-HEIGHTS         ,1,4338,6, ,A5,10306,1965,1, A5 ,4/24/2015
6000,1256,590000,5,NEW DORP-HEIGHTS         ,1,4361,22, ,A2,10306,1965,1, A2 ,10/15/2015
4275,1248,440000,5,NEW DORP-HEIGHTS         ,1,4342,17, ,A2,10306,1965,1, A2 ,9/1/2015
5500,1225,650000,5,NEW DORP-HEIGHTS         ,1,943,24, ,A2,10306,1920,1, A2 ,9/1/2015
2533,1216,437500,5,NEW DORP-HEIGHTS         ,1,4344,17, ,A5,10306,1960,1, A5 ,7/30/2015
2550,1216,435000,5,NEW DORP-HEIGHTS         ,1,4344,10, ,A5,10306,1960,1, A5 ,2/9/2015
2500,1200,374600,5,NEW DORP-HEIGHTS         ,1,4316,98, ,A5,10306,1970,1, A5 ,11/3/2015
2470,1156,401500,5,NEW DORP-HEIGHTS         ,1,4359,76, ,A5,10306,1960,1, A5 ,4/16/2015
2475,1156,370000,5,NEW DORP-HEIGHTS         ,1,4363,50, ,A5,10306,1965,1, A5 ,8/28/2015
5760,1130,420000,5,NEW DORP-HEIGHTS         ,1,4337,3, ,A2,10306,1960,1, A2 ,1/29/2015
3326,1080,430000,5,NEW DORP-HEIGHTS         ,1,4307,1, ,A5,10306,1975,1, A5 ,12/11/2015
4747,1072,425000,5,NEW DORP-HEIGHTS         ,1,949,37, ,A1,10306,1920,1, A1 ,8/11/2015
2185,1024,381000,5,NEW DORP-HEIGHTS         ,1,4310,18, ,A5,10306,1980,1, A5 ,1/15/2015
5050,1008,490000,5,NEW DORP-HEIGHTS         ,1,948,64, ,A2,10306,1955,1, A2 ,5/22/2015
4000,1000,425000,5,NEW DORP-HEIGHTS         ,1,939,186, ,A2,10306,1955,1, A2 ,10/5/2015
6950,960,275000,5,NEW DORP-HEIGHTS         ,1,947,13, ,A0,10306,1945,1, A0 ,11/12/2015
3515,950,470000,5,NEW DORP-HEIGHTS         ,1,949,35, ,A1,10306,1920,1, A1 ,11/5/2015
5085,632,375000,5,NEW DORP-HEIGHTS         ,1,952,12, ,A2,10306,1915,1, A2 ,10/16/2015
16536,3522,840000,5,NEW SPRINGVILLE          ,1,2370,100, ,A3,10314,1985,1, A3 ,9/9/2015
4100,3082,654000,5,NEW SPRINGVILLE          ,1,2397,66, ,A1,10314,1980,1, A1 ,8/7/2015
4725,2700,600000,5,NEW SPRINGVILLE          ,1,2368,1, ,S1,10314,1974,1, S1 ,11/3/2015
4500,2476,550000,5,NEW SPRINGVILLE          ,1,2110,116, ,A1,10314,1965,1, A1 ,9/9/2015
2580,2430,552500,5,NEW SPRINGVILLE          ,1,2376,73, ,A5,10314,1984,1, A5 ,11/2/2015
4800,2400,530000,5,NEW SPRINGVILLE          ,1,2393,43, ,A1,10314,1970,1, A1 ,7/8/2015
2600,2392,490000,5,NEW SPRINGVILLE          ,1,2388,85, ,A5,10314,1982,1, A5 ,10/9/2015
2550,2390,475000,5,NEW SPRINGVILLE          ,1,2368,51, ,A5,10314,1985,1, A5 ,8/6/2015
2500,2390,535000,5,NEW SPRINGVILLE          ,1,2368,36, ,A5,10314,1985,1, A5 ,8/28/2015
2500,2390,511000,5,NEW SPRINGVILLE          ,1,2368,32, ,A5,10314,1985,1, A5 ,7/20/2015
3100,2376,348500,5,NEW SPRINGVILLE          ,1,2397,255, ,A5,10314,1987,1, A5 ,10/5/2015
2500,2360,455000,5,NEW SPRINGVILLE          ,1,2397,340, ,A5,10314,1983,1, A5 ,4/24/2015
3910,2337,525000,5,NEW SPRINGVILLE          ,1,2106,63, ,S1,10314,1970,1, S1 ,2/9/2015
2500,2285,468000,5,NEW SPRINGVILLE          ,1,2397,175, ,A5,10314,1984,1, A5 ,6/5/2015
6480,2281,590000,5,NEW SPRINGVILLE          ,1,2368,134, ,A1,10314,1970,1, A1 ,9/1/2015
2500,2251,405000,5,NEW SPRINGVILLE          ,1,2397,163, ,A1,10314,1982,1, A1 ,10/7/2015
4000,2200,580000,5,NEW SPRINGVILLE          ,1,2393,14, ,A1,10314,1970,1, A1 ,2/12/2015
4200,2188,525000,5,NEW SPRINGVILLE          ,1,2383,70, ,A1,10314,1970,1, A1 ,7/7/2015
4361,2178,525000,5,NEW SPRINGVILLE          ,1,2111,120, ,A1,10314,1965,1, A1 ,9/14/2015
1680,2160,450000,5,NEW SPRINGVILLE          ,1,2452,80, ,A5,10314,1997,1, A5 ,4/9/2015
3990,2156,550000,5,NEW SPRINGVILLE          ,1,2384,56, ,A1,10314,1970,1, A1 ,6/25/2015
2450,2128,206400,5,NEW SPRINGVILLE          ,1,2373,192, ,A5,10314,1983,1, A5 ,10/20/2015
2450,2128,453500,5,NEW SPRINGVILLE          ,1,2373,200, ,A5,10314,1980,1, A5 ,4/15/2015
2442,2087,450000,5,NEW SPRINGVILLE          ,1,2387,12, ,A5,10314,1985,1, A5 ,8/19/2015
2550,2049,465000,5,NEW SPRINGVILLE          ,1,2376,40, ,A5,10314,1984,1, A5 ,9/24/2015
2750,2049,468000,5,NEW SPRINGVILLE          ,1,2376,31, ,A5,10314,1983,1, A5 ,10/19/2015
9905,2042,508106,5,NEW SPRINGVILLE          ,1,2000,172, ,A5,10314,2014,1, A5 ,5/11/2015
2106,2042,454272,5,NEW SPRINGVILLE          ,1,2000,171, ,A5,10314,2014,1, A5 ,7/17/2015
2106,2042,455286,5,NEW SPRINGVILLE          ,1,2000,169, ,A5,10314,2014,1, A5 ,7/7/2015
3625,2042,499000,5,NEW SPRINGVILLE          ,1,2000,168, ,A5,10314,2014,1, A5 ,4/9/2015
6750,2032,610000,5,NEW SPRINGVILLE          ,1,2106,288, ,A1,10314,1966,1, A1 ,4/29/2015
5300,2032,515000,5,NEW SPRINGVILLE          ,1,2106,291, ,A1,10314,1970,1, A1 ,8/20/2015
1854,1944,372000,5,NEW SPRINGVILLE          ,1,2005,91, ,A7,10314,1988,1, A7 ,8/26/2015
7681,1925,491790,5,NEW SPRINGVILLE          ,1,2000,130, ,A5,10314,2014,1, A5 ,2/18/2015
2200,1925,446160,5,NEW SPRINGVILLE          ,1,2000,129, ,A5,10314,2014,1, A5 ,2/11/2015
2199,1925,451230,5,NEW SPRINGVILLE          ,1,2000,128, ,A5,10314,2014,1, A5 ,1/7/2015
2197,1925,451230,5,NEW SPRINGVILLE          ,1,2000,127, ,A5,10314,2014,1, A5 ,1/6/2015
2642,1904,490000,5,NEW SPRINGVILLE          ,1,2374,19, ,A5,10314,1980,1, A5 ,7/28/2015
6000,1900,680000,5,NEW SPRINGVILLE          ,1,2003,17, ,A1,10314,1950,1, A1 ,8/18/2015
3161,1868,444800,5,NEW SPRINGVILLE          ,1,2374,33, ,A5,10314,1980,1, A5 ,10/8/2015
4200,1864,252500,5,NEW SPRINGVILLE          ,1,2398,5, ,A1,10314,1975,1, A1 ,1/30/2015
6600,1828,600000,5,NEW SPRINGVILLE          ,1,2369,125, ,A1,10314,1970,1, A1 ,8/26/2015
15721,1824,627500,5,NEW SPRINGVILLE          ,1,2391,40, ,A2,10314,1952,1, A2 ,7/29/2015
2730,1806,414500,5,NEW SPRINGVILLE          ,1,2110,25, ,A1,10314,1980,1, A1 ,3/24/2015
1800,1804,418000,5,NEW SPRINGVILLE          ,1,2397,310, ,A5,10314,1987,1, A5 ,10/30/2015
2400,1796,290000,5,NEW SPRINGVILLE          ,1,2378,89, ,A5,10314,1985,1, A5 ,10/23/2015
2400,1796,740339,5,NEW SPRINGVILLE          ,1,2378,89, ,A5,10314,1985,1, A5 ,8/31/2015
4337,1774,463000,5,NEW SPRINGVILLE          ,1,2368,3, ,A1,10314,1965,1, A1 ,12/7/2015
3233,1768,340000,5,NEW SPRINGVILLE          ,1,2390,378, ,A5,10314,1980,1, A5 ,8/5/2015
2200,1624,420000,5,NEW SPRINGVILLE          ,1,2377,22, ,A5,10314,1980,1, A5 ,9/22/2015
1220,1615,313487,5,NEW SPRINGVILLE          ,1,2402,164, ,A5,10314,1992,1, A5 ,8/12/2015
1148,1600,350000,5,NEW SPRINGVILLE          ,1,2372,252, ,A5,10314,1988,1, A5 ,8/5/2015
2520,1600,262000,5,NEW SPRINGVILLE          ,1,2371,99, ,A5,10314,1981,1, A5 ,7/28/2015
2760,1590,273780,5,NEW SPRINGVILLE          ,1,2115,24, ,A5,10314,1975,1, A5 ,5/20/2015
2400,1560,425000,5,NEW SPRINGVILLE          ,1,2372,150, ,A5,10314,1980,1, A5 ,10/29/2015
2400,1560,405000,5,NEW SPRINGVILLE          ,1,2372,130, ,A5,10314,1980,1, A5 ,7/30/2015
2150,1547,330000,5,NEW SPRINGVILLE          ,1,2390,599, ,A5,10314,1975,1, A5 ,8/21/2015
4000,1542,480000,5,NEW SPRINGVILLE          ,1,2015,136, ,A1,10314,1970,1, A1 ,4/30/2015
3568,1524,527453,5,NEW SPRINGVILLE          ,1,2370,239, ,A5,10314,2015,1, A5 ,4/14/2015
3086,1524,523000,5,NEW SPRINGVILLE          ,1,2370,238, ,A5,10314,2015,1, A5 ,4/23/2015
2600,1520,430000,5,NEW SPRINGVILLE          ,1,2374,88, ,A5,10314,1980,1, A5 ,5/1/2015
1700,1500,333000,5,NEW SPRINGVILLE          ,1,2452,43, ,A5,10314,1987,1, A5 ,10/19/2015
1139,1500,290000,5,NEW SPRINGVILLE          ,1,2410,214, ,A5,10314,1987,1, A5 ,5/20/2015
2937,1500,350000,5,NEW SPRINGVILLE          ,1,2451,69, ,A5,10314,1987,1, A5 ,10/19/2015
2200,1500,405000,5,NEW SPRINGVILLE          ,1,2390,603, ,A5,10314,1975,1, A5 ,11/19/2015
3000,1496,518000,5,NEW SPRINGVILLE          ,1,2393,7, ,A5,10314,1975,1, A5 ,12/17/2015
2601,1480,525000,5,NEW SPRINGVILLE          ,1,2373,249, ,A5,10314,1980,1, A5 ,10/13/2015
2058,1440,415000,5,NEW SPRINGVILLE          ,1,2372,3, ,A5,10314,1994,1, A5 ,10/23/2015
2250,1440,435000,5,NEW SPRINGVILLE          ,1,2375,147, ,A5,10314,1994,1, A5 ,2/10/2015
3000,1440,170000,5,NEW SPRINGVILLE          ,1,2385,30, ,A5,10314,1965,1, A5 ,3/30/2015
3000,1440,475000,5,NEW SPRINGVILLE          ,1,2385,30, ,A5,10314,1965,1, A5 ,9/24/2015
2158,1440,445000,5,NEW SPRINGVILLE          ,1,2375,8, ,A5,10314,1994,1, A5 ,3/12/2015
2500,1420,380000,5,NEW SPRINGVILLE          ,1,2375,1, ,A5,10314,1993,1, A5 ,3/26/2015
3075,1400,325000,5,NEW SPRINGVILLE          ,1,2116,52, ,A5,10314,1975,1, A5 ,10/30/2015
2684,1400,392500,5,NEW SPRINGVILLE          ,1,2116,49, ,A5,10314,1975,1, A5 ,10/2/2015
2600,1376,375000,5,NEW SPRINGVILLE          ,1,2390,503, ,A5,10314,1975,1, A5 ,10/9/2015
9752,1368,1016000,5,NEW SPRINGVILLE          ,1,2361,14, ,A2,10314,1965,1, A2 ,12/3/2015
3040,1360,415000,5,NEW SPRINGVILLE          ,1,2384,9, ,A5,10314,1970,1, A5 ,3/4/2015
2400,1344,345000,5,NEW SPRINGVILLE          ,1,2378,56, ,A5,10314,1980,1, A5 ,5/20/2015
3552,1331,428000,5,NEW SPRINGVILLE          ,1,2372,208, ,A5,10314,1980,1, A5 ,1/28/2015
1428,1312,301000,5,NEW SPRINGVILLE          ,1,2392,162, ,A5,10314,1989,1, A5 ,3/5/2015
1428,1312,260598,5,NEW SPRINGVILLE          ,1,2392,162, ,A5,10314,1989,1, A5 ,5/19/2015
2652,1312,375900,5,NEW SPRINGVILLE          ,1,2392,165, ,A5,10314,1989,1, A5 ,4/30/2015
1666,1300,323000,5,NEW SPRINGVILLE          ,1,2440,20, ,A5,10314,2000,1, A5 ,6/11/2015
1803,1300,340960,5,NEW SPRINGVILLE          ,1,2410,223, ,A5,10314,1987,1, A5 ,8/10/2015
2120,1300,332000,5,NEW SPRINGVILLE          ,1,2410,222, ,A5,10314,1987,1, A5 ,11/11/2015
4387,1296,425000,5,NEW SPRINGVILLE          ,1,2116,42, ,A2,10314,1975,1, A2 ,12/9/2015
1695,1288,440000,5,NEW SPRINGVILLE          ,1,2111,45, ,A5,10314,1975,1, A5 ,8/21/2015
2400,1246,390000,5,NEW SPRINGVILLE          ,1,2118,123, ,A5,10314,1980,1, A5 ,8/10/2015
2400,1246,445800,5,NEW SPRINGVILLE          ,1,2118,126, ,A5,10314,1980,1, A5 ,11/23/2015
1260,1200,430000,5,NEW SPRINGVILLE          ,1,2370,369, ,A5,10314,1993,1, A5 ,10/20/2015
1175,1080,310000,5,NEW SPRINGVILLE          ,1,2360,213, ,A5,10314,1987,1, A5 ,10/6/2015
2272,1056,435000,5,NEW SPRINGVILLE          ,1,2379,81, ,A5,10314,1975,1, A5 ,3/3/2015
2280,1056,378000,5,NEW SPRINGVILLE          ,1,2379,72, ,A5,10314,1975,1, A5 ,9/30/2015
2280,1056,430000,5,NEW SPRINGVILLE          ,1,2379,58, ,A5,10314,1975,1, A5 ,3/30/2015
2280,1056,439000,5,NEW SPRINGVILLE          ,1,2379,53, ,A5,10314,1975,1, A5 ,6/30/2015
33200,1000,825000,5,NEW SPRINGVILLE          ,1,2391,208, ,A2,10314,1958,1, A2 ,2/2/2015
3729,1000,325000,5,NEW SPRINGVILLE          ,1,2410,218, ,A5,10314,1987,1, A5 ,10/29/2015
3317,864,420000,5,NEW SPRINGVILLE          ,1,2015,264, ,A5,10314,1970,1, A5 ,5/20/2015
880,540,324500,5,NEW SPRINGVILLE          ,1,2360,205, ,A5,10314,1987,1, A5 ,6/16/2015
880,432,270000,5,NEW SPRINGVILLE          ,1,2360,203, ,A5,10314,1987,1, A5 ,10/28/2015
11100,2959,1130000,5,OAKWOOD                  ,1,4274,24, ,A1,10306,1915,1, A1 ,8/26/2015
4861,2746,975000,5,OAKWOOD                  ,1,4659,21, ,A3,10306,2008,1, A1 ,6/24/2015
5000,2665,790000,5,OAKWOOD                  ,1,4715,25, ,A3,10306,1955,1, A3 ,2/17/2015
4920,2100,458000,5,OAKWOOD                  ,1,4280,3, ,A2,10306,1960,1, A2 ,8/25/2015
4500,1950,540000,5,OAKWOOD                  ,1,4661,10, ,A1,10306,1970,1, A1 ,11/18/2015
5045,1920,640000,5,OAKWOOD                  ,1,4705,171, ,A1,10306,1965,1, A1 ,7/17/2015
2640,1848,465000,5,OAKWOOD                  ,1,4268,30, ,A5,10306,1970,1, A5 ,10/1/2015
4500,1760,550000,5,OAKWOOD                  ,1,4280,44, ,A1,10306,1960,1, A1 ,11/19/2015
3000,1748,450000,5,OAKWOOD                  ,1,4660,1, ,A1,10306,1899,1, A1 ,7/7/2015
3102,1600,410000,5,OAKWOOD                  ,1,4656,59, ,A5,10306,1975,1, A5 ,3/10/2015
4500,1584,470000,5,OAKWOOD                  ,1,4666,28, ,A1,10306,1965,1, A1 ,1/13/2015
7140,1560,337500,5,OAKWOOD                  ,4,4280,1, ,O7,10306,1965,1, S1 ,4/9/2015
3807,1496,695287,5,OAKWOOD                  ,1,4705,173, ,A3,10306,2015,1, A3 ,10/23/2015
3807,1496,250000,5,OAKWOOD                  ,1,4705,173, ,A3,10306,2015,1, V0 ,4/29/2015
7500,1464,500000,5,OAKWOOD                  ,1,4299,33, ,A0,10306,1950,1, A0 ,8/20/2015
2000,1400,398000,5,OAKWOOD                  ,1,4265,71, ,A5,10306,2004,1, A5 ,12/4/2015
2700,1368,330000,5,OAKWOOD                  ,1,4656,23, ,A5,10306,1965,1, A5 ,2/5/2015
5000,1344,549000,5,OAKWOOD                  ,1,4290,37, ,A1,10306,1950,1, A1 ,2/5/2015
2376,1312,300000,5,OAKWOOD                  ,1,4657,79, ,A5,10306,1975,1, A5 ,3/23/2015
1300,1232,325000,5,OAKWOOD                  ,1,4657,166, ,A5,10306,1990,1, A5 ,6/17/2015
6000,1200,385000,5,OAKWOOD                  ,1,4707,12, ,A2,10306,1955,1, A2 ,1/29/2015
4600,1196,485000,5,OAKWOOD                  ,1,4278,39, ,A2,10306,1960,1, A2 ,10/13/2015
10000,1170,750000,5,OAKWOOD                  ,1,4292,9, ,A1,10306,1965,1, A1 ,2/18/2015
4560,1092,400000,5,OAKWOOD                  ,1,4274,78, ,A2,10306,1955,1, A2 ,4/1/2015
7000,1072,350000,5,OAKWOOD                  ,1,4708,52, ,A2,10306,1955,1, A2 ,12/22/2015
4000,1056,415000,5,OAKWOOD                  ,1,4264,31, ,A2,10306,1927,1, A2 ,10/26/2015
4000,1050,440000,5,OAKWOOD                  ,1,4266,66, ,A2,10306,1960,1, A2 ,8/20/2015
4000,1050,445000,5,OAKWOOD                  ,1,4266,68, ,A2,10306,1960,1, A2 ,8/12/2015
4000,1050,530000,5,OAKWOOD                  ,1,4266,72, ,A2,10306,1960,1, A2 ,9/28/2015
2097,1016,398000,5,OAKWOOD                  ,1,4262,23, ,A5,10306,1996,1, A5 ,10/14/2015
4000,960,400000,5,OAKWOOD                  ,1,4715,32, ,A2,10306,1955,1, A2 ,3/26/2015
4000,960,550000,5,OAKWOOD                  ,1,4715,32, ,A2,10306,1955,1, A2 ,10/15/2015
5000,942,380000,5,OAKWOOD                  ,1,4706,50, ,A0,10306,1955,1, A0 ,2/27/2015
