LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,BOROUGH,NEIGHBORHOOD,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ZIP CODE,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE
2500,1500,438000,5,MIDLAND BEACH            ,1,3803,16, ,A5,10306,2011,1, A5 ,3/5/2015
2400,1500,432000,5,MIDLAND BEACH            ,1,3708,60, ,A5,10305,2003,1, A5 ,4/16/2015
4000,1500,450000,5,MIDLAND BEACH            ,1,3711,6, ,A1,10305,1965,1, A1 ,7/6/2015
2424,1500,437000,5,MIDLAND BEACH            ,1,3708,19, ,A5,10305,2004,1, A5 ,6/16/2015
2100,1488,403572,5,MIDLAND BEACH            ,1,3730,48, ,A5,10306,2014,1, A5 ,3/11/2015
1014,1480,305000,5,MIDLAND BEACH            ,1,3873,40, ,A5,10306,1991,1, A5 ,12/29/2015
1050,1480,350000,5,MIDLAND BEACH            ,1,3873,120, ,A5,10306,1989,1, A5 ,10/30/2015
2200,1456,380000,5,MIDLAND BEACH            ,1,3708,69, ,A9,10305,1979,1, A9 ,8/28/2015
3600,1440,402530,5,MIDLAND BEACH            ,1,3831,31, ,A1,10305,1920,1, A1 ,6/9/2015
4000,1420,425000,5,MIDLAND BEACH            ,1,3822,38, ,A1,10306,1935,1, A1 ,9/1/2015
2500,1400,370000,5,MIDLAND BEACH            ,1,3737,37, ,A5,10306,1996,1, A5 ,7/31/2015
2392,1400,415000,5,MIDLAND BEACH            ,1,3691,18, ,A5,10306,1997,1, A5 ,2/24/2015
2200,1400,324109,5,MIDLAND BEACH            ,1,3808,6, ,A5,10306,1989,1, A5 ,12/9/2015
1320,1400,484000,5,MIDLAND BEACH            ,1,3830,44, ,A5,10305,2003,1, A5 ,9/22/2015
2150,1400,519855,5,MIDLAND BEACH            ,1,3830,45, ,A5,10305,2003,1, A5 ,6/23/2015
2300,1364,505000,5,MIDLAND BEACH            ,1,3745,34, ,A5,10306,2000,1, A5 ,7/13/2015
3160,1360,485000,5,MIDLAND BEACH            ,1,3652,25, ,A1,10305,1970,1, A1 ,2/18/2015
3600,1324,495000,5,MIDLAND BEACH            ,1,3651,94, ,A1,10305,1920,1, A1 ,12/16/2015
2675,1320,400000,5,MIDLAND BEACH            ,1,3729,141, ,A5,10306,1985,1, A5 ,9/16/2015
1800,1308,290235,5,MIDLAND BEACH            ,1,3850,18, ,A1,10305,1930,1, A1 ,7/7/2015
2000,1300,206800,5,MIDLAND BEACH            ,1,3809,20, ,A5,10306,1988,1, A5 ,10/5/2015
1440,1300,400334,5,MIDLAND BEACH            ,1,3859,21, ,A5,10305,1989,1, A5 ,5/26/2015
3000,1300,380000,5,MIDLAND BEACH            ,1,3886,22, ,A1,10306,1925,1, A1 ,7/29/2015
1734,1300,460646,5,MIDLAND BEACH            ,1,3837,46, ,A5,10305,1997,1, A5 ,7/1/2015
2240,1300,370049,5,MIDLAND BEACH            ,1,3837,108, ,A5,10305,1989,1, A5 ,4/7/2015
1344,1300,376829,5,MIDLAND BEACH            ,1,3837,7, ,A5,10305,1989,1, A5 ,6/29/2015
1344,1300,364377,5,MIDLAND BEACH            ,1,3837,6, ,A5,10305,1989,1, A5 ,9/15/2015
2240,1300,378747,5,MIDLAND BEACH            ,1,3837,5, ,A5,10305,1989,1, A5 ,7/21/2015
1800,1300,174408,5,MIDLAND BEACH            ,1,3805,10, ,A5,10306,1991,1, A5 ,3/31/2015
2688,1280,449999,5,MIDLAND BEACH            ,1,3656,147, ,A5,10305,1970,1, A5 ,12/29/2015
2185,1280,280000,5,MIDLAND BEACH            ,1,3731,23, ,A9,10306,1979,1, A9 ,11/5/2015
2233,1280,405000,5,MIDLAND BEACH            ,1,3731,25, ,A9,10306,1979,1, A9 ,12/2/2015
2233,1280,390000,5,MIDLAND BEACH            ,1,3731,27, ,A9,10306,1979,1, A9 ,12/8/2015
2185,1280,330000,5,MIDLAND BEACH            ,1,3731,31, ,A9,10306,1979,1, A9 ,3/17/2015
1184,1250,345239,5,MIDLAND BEACH            ,1,3478,36, ,A5,10305,1990,1, A5 ,2/3/2015
1968,1250,445323,5,MIDLAND BEACH            ,1,3755,8, ,A5,10305,1991,1, A5 ,12/1/2015
1924,1250,467154,5,MIDLAND BEACH            ,1,3755,7, ,A5,10305,1991,1, A5 ,8/11/2015
4000,1248,345000,5,MIDLAND BEACH            ,1,3741,27, ,A2,10306,1935,1, A2 ,9/30/2015
1800,1232,352000,5,MIDLAND BEACH            ,1,3847,44, ,A1,10305,1930,1, A1 ,7/30/2015
2840,1232,426470,5,MIDLAND BEACH            ,1,3837,1, ,A1,10305,1925,1, A1 ,10/15/2015
2900,1224,340000,5,MIDLAND BEACH            ,1,3901,10, ,A1,10306,1925,1, A1 ,12/22/2015
2500,1224,365000,5,MIDLAND BEACH            ,1,3658,44, ,A5,10305,1978,1, A5 ,11/16/2015
8550,1208,495000,5,MIDLAND BEACH            ,1,3798,33, ,A2,10306,1940,1, A2 ,9/9/2015
6000,1200,260000,5,MIDLAND BEACH            ,1,3883,37, ,A2,10306,1910,1, A2 ,7/7/2015
2000,1200,445228,5,MIDLAND BEACH            ,1,3755,11, ,A5,10305,1991,1, A5 ,3/17/2015
2576,1200,323000,5,MIDLAND BEACH            ,1,3657,64, ,A5,10305,1965,1, A5 ,5/8/2015
2000,1200,400000,5,MIDLAND BEACH            ,1,3746,27, ,A5,10306,2003,1, A5 ,11/16/2015
2000,1200,370000,5,MIDLAND BEACH            ,1,3804,13, ,A5,10306,2004,1, A5 ,8/7/2015
2500,1200,367500,5,MIDLAND BEACH            ,1,3744,24, ,A5,10306,1965,1, A5 ,7/2/2015
2100,1200,320000,5,MIDLAND BEACH            ,1,3703,25, ,A5,10306,1960,1, A5 ,7/31/2015
2000,1200,240000,5,MIDLAND BEACH            ,1,3703,48, ,A5,10306,1960,1, A5 ,11/2/2015
3500,1200,400000,5,MIDLAND BEACH            ,1,3744,14, ,A5,10306,1965,1, A5 ,9/29/2015
2000,1200,340000,5,MIDLAND BEACH            ,1,3703,57, ,A5,10306,1960,1, A5 ,10/27/2015
2000,1200,310000,5,MIDLAND BEACH            ,1,3891,8, ,A5,10306,2005,1, A5 ,10/23/2015
2000,1200,592871,5,MIDLAND BEACH            ,1,3891,8, ,A5,10306,2005,1, A5 ,7/23/2015
1900,1200,309900,5,MIDLAND BEACH            ,1,3731,36, ,A9,10306,1980,1, A9 ,4/13/2015
1900,1200,327500,5,MIDLAND BEACH            ,1,3731,38, ,A9,10306,1984,1, A9 ,10/21/2015
2000,1192,420000,5,MIDLAND BEACH            ,1,3821,42, ,A5,10306,2006,1, A5 ,9/2/2015
2000,1170,430000,5,MIDLAND BEACH            ,1,3817,15, ,A5,10306,2008,1, A5 ,3/16/2015
2500,1152,420000,5,MIDLAND BEACH            ,1,3709,15, ,A9,10305,1980,1, A9 ,10/19/2015
2500,1152,385000,5,MIDLAND BEACH            ,1,3709,26, ,A9,10305,1980,1, A9 ,1/7/2015
2500,1152,365000,5,MIDLAND BEACH            ,1,3709,30, ,A9,10305,1980,1, A9 ,2/26/2015
2500,1152,323000,5,MIDLAND BEACH            ,1,3709,50, ,A9,10305,1980,1, A9 ,6/10/2015
2500,1152,170000,5,MIDLAND BEACH            ,1,3709,42, ,A9,10305,1980,1, A9 ,10/14/2015
2473,1148,405000,5,MIDLAND BEACH            ,1,3682,163, ,A5,10306,1975,1, A5 ,5/29/2015
2500,1120,360000,5,MIDLAND BEACH            ,1,3698,22, ,A5,10306,1960,1, A5 ,5/28/2015
2250,1120,451000,5,MIDLAND BEACH            ,1,3755,16, ,A5,10305,2008,1, A5 ,12/1/2015
2500,1120,375000,5,MIDLAND BEACH            ,1,3702,50, ,A5,10306,1965,1, A5 ,10/23/2015
3658,1120,260000,5,MIDLAND BEACH            ,1,3697,31, ,A5,10306,1965,1, A5 ,4/24/2015
2500,1120,278000,5,MIDLAND BEACH            ,1,3698,34, ,A5,10306,1960,1, A5 ,1/15/2015
1800,1100,379089,5,MIDLAND BEACH            ,1,3850,15, ,A1,10305,1930,1, A1 ,10/27/2015
2600,1100,341000,5,MIDLAND BEACH            ,1,3837,16, ,A2,10305,1945,1, A2 ,8/11/2015
1500,1100,275000,5,MIDLAND BEACH            ,1,3819,33, ,A1,10306,1935,1, A1 ,11/4/2015
1800,1088,484000,5,MIDLAND BEACH            ,1,3843,19, ,A1,10305,1930,1, A1 ,4/28/2015
1162,1080,351595,5,MIDLAND BEACH            ,1,3478,37, ,A5,10305,1990,1, A5 ,12/8/2015
4000,1058,287500,5,MIDLAND BEACH            ,1,3819,28, ,A2,10306,1960,1, A2 ,8/6/2015
3950,1056,396000,5,MIDLAND BEACH            ,1,3687,22, ,A1,10306,1970,1, A1 ,6/30/2015
1800,1040,346477,5,MIDLAND BEACH            ,1,3848,6, ,A2,10305,1920,1, A2 ,4/16/2015
5000,1040,420000,5,MIDLAND BEACH            ,1,3650,84, ,A2,10305,1955,1, A2 ,1/6/2015
1083,1000,412033,5,MIDLAND BEACH            ,1,3859,17, ,A5,10305,2000,1, A5 ,9/1/2015
1719,1000,441414,5,MIDLAND BEACH            ,1,3859,18, ,A5,10305,2000,1, A5 ,4/28/2015
6000,988,182520,5,MIDLAND BEACH            ,1,3822,44, ,A2,10306,1955,1, A2 ,12/18/2015
1800,976,496731,5,MIDLAND BEACH            ,1,3847,47, ,A2,10305,1930,1, A2 ,7/7/2015
2552,976,324110,5,MIDLAND BEACH            ,1,3838,38, ,A1,10305,1935,1, A1 ,2/20/2015
1950,960,259318,5,MIDLAND BEACH            ,1,3859,30, ,A2,10305,1945,1, A2 ,4/28/2015
5400,960,520000,5,MIDLAND BEACH            ,1,3650,77, ,A2,10305,1960,1, A2 ,11/18/2015
4000,936,420000,5,MIDLAND BEACH            ,1,3882,14, ,A1,10306,1940,1, A1 ,9/18/2015
2300,924,400000,5,MIDLAND BEACH            ,1,3661,23, ,A9,10305,1965,1, A9 ,7/30/2015
5000,918,375000,5,MIDLAND BEACH            ,1,3706,28, ,A2,10305,1970,1, A2 ,5/26/2015
2248,910,385000,5,MIDLAND BEACH            ,1,3837,3, ,A6,10305,1925,1, A6 ,1/23/2015
975,900,210000,5,MIDLAND BEACH            ,1,3797,117, ,A5,10306,1991,1, A5 ,6/8/2015
4480,900,483643,5,MIDLAND BEACH            ,1,3838,21, ,A2,10305,1935,1, A2 ,8/12/2015
2516,896,355000,5,MIDLAND BEACH            ,1,3689,37, ,A5,10306,1970,1, A5 ,3/10/2015
2500,896,369900,5,MIDLAND BEACH            ,1,3728,65, ,A5,10306,1975,1, A5 ,12/14/2015
2500,896,355500,5,MIDLAND BEACH            ,1,3728,47, ,A5,10306,1975,1, A5 ,10/9/2015
2500,896,347000,5,MIDLAND BEACH            ,1,3728,44, ,A5,10306,1975,1, A5 ,9/3/2015
2190,896,488914,5,MIDLAND BEACH            ,1,3859,23, ,A2,10305,1945,1, A2 ,8/25/2015
6000,890,400000,5,MIDLAND BEACH            ,1,3887,22, ,A2,10306,1950,1, A2 ,9/2/2015
3000,884,240000,5,MIDLAND BEACH            ,1,3888,43, ,A2,10306,1935,1, A2 ,7/30/2015
2160,869,193573,5,MIDLAND BEACH            ,1,3686,6, ,A2,10306,1930,1, A2 ,5/14/2015
3525,864,160000,5,MIDLAND BEACH            ,1,3797,11, ,A2,10306,1965,1, A2 ,9/18/2015
1800,864,384261,5,MIDLAND BEACH            ,1,3844,6, ,A1,10305,1940,1, A1 ,5/5/2015
1800,846,122258,5,MIDLAND BEACH            ,1,3831,27, ,A1,10305,1920,1, A1 ,10/27/2015
1800,844,425848,5,MIDLAND BEACH            ,1,3843,11, ,A2,10305,1930,1, A2 ,7/7/2015
4480,840,325768,5,MIDLAND BEACH            ,1,3837,12, ,A6,10305,1925,1, A6 ,12/22/2015
2000,800,293074,5,MIDLAND BEACH            ,1,3481,40, ,A2,10305,1915,1, A2 ,2/9/2015
1800,752,346500,5,MIDLAND BEACH            ,1,3832,40, ,A2,10305,1945,1, A2 ,9/8/2015
3000,704,177450,5,MIDLAND BEACH            ,1,3887,29, ,A2,10306,1930,1, A2 ,4/8/2015
2000,700,312591,5,MIDLAND BEACH            ,1,3481,50, ,A6,10305,1915,1, A6 ,11/10/2015
2000,700,277107,5,MIDLAND BEACH            ,1,3481,41, ,A6,10305,1915,1, A6 ,9/22/2015
2000,672,250684,5,MIDLAND BEACH            ,1,3735,39, ,A6,10306,1955,1, A6 ,12/23/2015
2626,672,458000,5,MIDLAND BEACH            ,1,3683,39, ,A5,10306,1970,1, A5 ,9/16/2015
2500,672,449000,5,MIDLAND BEACH            ,1,3683,41, ,A5,10306,1970,1, A5 ,9/8/2015
1800,656,276782,5,MIDLAND BEACH            ,1,3847,10, ,A2,10305,1930,1, A2 ,4/28/2015
2000,644,225000,5,MIDLAND BEACH            ,1,3736,18, ,A6,10306,1925,1, A6 ,12/21/2015
2068,644,145700,5,MIDLAND BEACH            ,1,3684,20, ,A6,10306,1950,1, A6 ,9/30/2015
2000,640,206707,5,MIDLAND BEACH            ,1,3481,17, ,A6,10305,1910,1, A6 ,1/22/2015
1720,616,337538,5,MIDLAND BEACH            ,1,3481,36, ,A6,10305,1915,1, A6 ,6/30/2015
2200,608,220000,5,MIDLAND BEACH            ,1,3822,43, ,A2,10306,1935,1, A2 ,7/7/2015
2600,602,235000,5,MIDLAND BEACH            ,1,3736,14, ,A6,10306,1925,1, A6 ,10/2/2015
2000,588,208245,5,MIDLAND BEACH            ,1,3689,57, ,A6,10306,1945,1, A6 ,11/18/2015
2000,580,182568,5,MIDLAND BEACH            ,1,3735,49, ,A6,10306,1920,1, A6 ,12/29/2015
2640,564,165007,5,MIDLAND BEACH            ,1,3673,6, ,A2,10306,1925,1, A2 ,9/23/2015
4000,560,315000,5,MIDLAND BEACH            ,1,3884,40, ,A2,10306,1970,1, A2 ,7/29/2015
2000,548,90000,5,MIDLAND BEACH            ,1,3810,39, ,A6,10306,1935,1, A6 ,8/7/2015
1840,542,133570,5,MIDLAND BEACH            ,1,3734,31, ,A2,10306,1930,1, A2 ,9/16/2015
4183,540,172901,5,MIDLAND BEACH            ,1,3791,8, ,A2,10306,1940,1, A2 ,9/9/2015
1800,528,240000,5,MIDLAND BEACH            ,1,3849,11, ,A2,10305,1930,1, A2 ,6/4/2015
1800,500,110000,5,MIDLAND BEACH            ,1,3832,37, ,A6,10305,1920,1, A6 ,11/12/2015
1995,476,100000,5,MIDLAND BEACH            ,1,3799,23, ,A6,10306,1930,1, A6 ,11/5/2015
2800,475,200000,5,MIDLAND BEACH            ,1,3799,127, ,A6,10306,1935,1, A6 ,9/30/2015
2280,462,189206,5,MIDLAND BEACH            ,1,3843,1, ,A9,10305,1910,1, A9 ,6/9/2015
1500,456,221000,5,MIDLAND BEACH            ,1,3724,31, ,A6,10306,1930,1, A6 ,10/28/2015
1900,360,177459,5,MIDLAND BEACH            ,1,3797,14, ,A6,10306,1945,1, A6 ,1/15/2015
3800,360,95000,5,MIDLAND BEACH            ,1,3797,12, ,A6,10306,1945,1, A6 ,8/6/2015
2650,3696,510000,5,NEW BRIGHTON             ,1,42,9, ,S1,10301,1920,1, S1 ,12/16/2015
4135,2757,467500,5,NEW BRIGHTON             ,1,64,24, ,A1,10301,2001,1, A1 ,12/22/2015
4100,2730,160000,5,NEW BRIGHTON             ,4,42,5, ,K4,10301,1940,4, K4 ,2/2/2015
8850,2640,294000,5,NEW BRIGHTON             ,1,37,38, ,A9,10301,1931,1, A9 ,2/15/2015
2000,2350,385000,5,NEW BRIGHTON             ,1,36,3, ,S1,10301,1979,1, S1 ,8/12/2015
2875,2152,350000,5,NEW BRIGHTON             ,1,37,42, ,A1,10301,1910,1, A1 ,5/14/2015
1717,2052,120000,5,NEW BRIGHTON             ,1,105,20, ,S1,10301,1899,1, S1 ,9/30/2015
8550,2036,150000,5,NEW BRIGHTON             ,1,55,57, ,A1,10301,1910,1, A1 ,3/19/2015
8550,2036,310000,5,NEW BRIGHTON             ,1,55,57, ,A1,10301,1910,1, A1 ,6/25/2015
8550,2036,505000,5,NEW BRIGHTON             ,1,55,57, ,A1,10301,1910,1, A1 ,11/18/2015
3700,2028,429000,5,NEW BRIGHTON             ,1,38,63, ,A1,10301,1910,1, A1 ,11/9/2015
3700,2008,260000,5,NEW BRIGHTON             ,1,67,15, ,A1,10301,1930,1, A1 ,5/5/2015
4828,1980,465000,5,NEW BRIGHTON             ,1,113,51, ,A1,10301,2015,1, A1 ,11/25/2015
4950,1952,355000,5,NEW BRIGHTON             ,1,113,55, ,A1,10301,1925,1, A1 ,8/17/2015
4000,1798,270000,5,NEW BRIGHTON             ,1,21,47, ,A1,10301,1910,1, A1 ,7/27/2015
2961,1726,364800,5,NEW BRIGHTON             ,1,82,15, ,A5,10301,2014,1, A5 ,8/3/2015
2996,1704,300000,5,NEW BRIGHTON             ,1,59,54, ,A1,10301,1920,1, A1 ,3/9/2015
6375,1673,550000,5,NEW BRIGHTON             ,1,17,19, ,A2,10301,1960,1, A2 ,7/29/2015
4750,1660,333000,5,NEW BRIGHTON             ,1,54,56, ,A1,10301,2001,1, A1 ,10/23/2015
3250,1626,280000,5,NEW BRIGHTON             ,1,26,51, ,A1,10301,2015,1, V0 ,2/5/2015
2900,1500,203000,5,NEW BRIGHTON             ,1,105,27, ,A1,10301,1920,1, A1 ,6/9/2015
2500,1440,403000,5,NEW BRIGHTON             ,1,38,31, ,A1,10301,2015,1, A1 ,10/16/2015
2725,1440,395000,5,NEW BRIGHTON             ,1,66,136, ,A1,10301,2001,1, A1 ,6/18/2015
2125,1412,260000,5,NEW BRIGHTON             ,1,17,45, ,A1,10301,1920,1, A1 ,3/2/2015
2625,1412,312500,5,NEW BRIGHTON             ,1,35,73, ,A1,10301,1925,1, A1 ,3/2/2015
15675,1392,175000,5,NEW BRIGHTON             ,1,58,17, ,A1,10301,1901,1, A1 ,11/5/2015
5000,1292,250000,5,NEW BRIGHTON             ,1,105,32, ,A1,10301,1915,1, A1 ,10/27/2015
2673,1252,210000,5,NEW BRIGHTON             ,1,64,89, ,A1,10301,1901,1, A1 ,6/24/2015
1500,1250,106470,5,NEW BRIGHTON             ,1,108,21, ,A1,10301,1920,1, A1 ,12/9/2015
1500,1250,240123,5,NEW BRIGHTON             ,1,108,21, ,A1,10301,1920,1, A1 ,1/15/2015
1675,1216,195000,5,NEW BRIGHTON             ,1,47,102, ,S1,10301,1930,1, S1 ,1/21/2015
2500,1200,336999,5,NEW BRIGHTON             ,1,82,5, ,A2,10301,1920,1, A2 ,7/2/2015
5000,1194,365000,5,NEW BRIGHTON             ,1,57,53, ,A2,10301,1930,1, A2 ,6/24/2015
1800,1188,149900,5,NEW BRIGHTON             ,1,66,114, ,A1,10301,1920,1, A1 ,2/27/2015
2210,1176,190000,5,NEW BRIGHTON             ,1,111,29, ,A5,10301,2004,1, A5 ,1/14/2015
2436,1136,350000,5,NEW BRIGHTON             ,1,60,104, ,A1,10301,1925,1, A1 ,3/6/2015
1104,1036,300000,5,NEW BRIGHTON             ,1,17,164, ,A5,10301,2001,1, A5 ,9/1/2015
1740,948,330000,5,NEW BRIGHTON             ,1,60,29, ,A3,10301,1925,1, A3 ,6/11/2015
4249,4000,1700000,5,NEW DORP                 ,4,4203,1, ,K4,10306,1965,4, K4 ,11/18/2015
4704,3348,455000,5,NEW DORP                 ,1,4242,45, ,A2,10306,1960,1, A2 ,2/18/2015
5000,3340,900000,5,NEW DORP                 ,1,4251,27, ,A1,10306,1955,1, A1 ,9/17/2015
3468,3114,562500,5,NEW DORP                 ,1,4031,92, ,A5,10306,2013,1, A5 ,11/5/2015
4600,3018,810000,5,NEW DORP                 ,1,3615,23, ,A3,10306,1920,1, A3 ,7/8/2015
5313,2554,729000,5,NEW DORP                 ,1,4238,52, ,A1,10306,1965,1, A1 ,4/17/2015
3900,2469,495000,5,NEW DORP                 ,1,3629,44, ,A1,10306,1931,1, A1 ,3/6/2015
4760,2340,829873,5,NEW DORP                 ,1,3615,19, ,A3,10306,2008,1, A3 ,8/11/2015
5000,2339,350000,5,NEW DORP                 ,1,4053,57, ,A5,10306,2015,1, V0 ,3/16/2015
4000,2248,649900,5,NEW DORP                 ,1,4222,21, ,A1,10306,1950,1, A1 ,11/30/2015
4000,2182,420000,5,NEW DORP                 ,1,3617,43, ,A3,10306,1955,1, A2 ,2/6/2015
3450,2070,575311,5,NEW DORP                 ,1,4031,90, ,A5,10306,2013,1, A5 ,4/9/2015
5000,2002,560000,5,NEW DORP                 ,1,3601,7, ,A1,10306,1940,1, A1 ,11/5/2015
3700,1952,640000,5,NEW DORP                 ,1,3598,47, ,A1,10306,1925,1, A1 ,5/27/2015
5000,1914,357500,5,NEW DORP                 ,1,3597,46, ,A2,10306,1945,1, A2 ,6/17/2015
3999,1873,400000,5,NEW DORP                 ,1,4058,322, ,A2,10306,1965,1, A2 ,10/5/2015
5000,1843,660000,5,NEW DORP                 ,1,3596,29, ,A3,10306,1915,1, A3 ,4/15/2015
3400,1790,462500,5,NEW DORP                 ,1,3629,15, ,A5,10306,1930,1, A5 ,8/10/2015
2500,1740,295000,5,NEW DORP                 ,1,4052,75, ,A5,10306,1987,1, A5 ,12/3/2015
2616,1712,380000,5,NEW DORP                 ,1,4037,32, ,A5,10306,2005,1, A5 ,9/30/2015
1400,1690,370000,5,NEW DORP                 ,1,4202,26, ,A5,10306,1989,1, A5 ,6/1/2015
2323,1680,497000,5,NEW DORP                 ,1,4035,35, ,A1,10306,1999,1, A1 ,6/26/2015
2375,1665,300000,5,NEW DORP                 ,1,4199,27, ,A1,10306,1940,1, A1 ,8/21/2015
5000,1662,485000,5,NEW DORP                 ,1,3601,16, ,A1,10306,1930,1, A1 ,12/28/2015
4000,1652,585000,5,NEW DORP                 ,1,4219,26, ,A1,10306,1925,1, A1 ,6/30/2015
4000,1632,606670,5,NEW DORP                 ,1,3635,77, ,A1,10306,1920,1, A1 ,12/14/2015
4000,1628,355000,5,NEW DORP                 ,1,3617,33, ,A1,10306,1935,1, A1 ,4/22/2015
2500,1600,452000,5,NEW DORP                 ,1,4054,25, ,A5,10306,2004,1, A5 ,11/9/2015
4880,1534,640000,5,NEW DORP                 ,1,3615,61, ,A1,10306,1960,1, A2 ,5/22/2015
2525,1530,455000,5,NEW DORP                 ,1,4047,52, ,A5,10306,2006,1, A5 ,11/10/2015
5000,1488,585000,5,NEW DORP                 ,1,3622,50, ,A1,10306,1925,1, A1 ,12/8/2015
3350,1488,387000,5,NEW DORP                 ,1,4215,7, ,A1,10306,1910,1, A1 ,9/29/2015
1212,1480,375000,5,NEW DORP                 ,1,4229,317, ,A5,10306,1997,1, A5 ,10/7/2015
5000,1472,429000,5,NEW DORP                 ,1,3641,42, ,A1,10306,1940,1, A1 ,10/30/2015
2158,1440,425000,5,NEW DORP                 ,1,4215,33, ,A9,10306,1980,1, A9 ,6/10/2015
1848,1438,350000,5,NEW DORP                 ,1,4031,79, ,A5,10306,1990,1, A5 ,8/4/2015
4700,1437,535500,5,NEW DORP                 ,1,3597,51, ,A2,10306,1945,1, A2 ,4/7/2015
4700,1437,535500,5,NEW DORP                 ,1,3597,51, ,A2,10306,1945,1, A2 ,4/7/2015
2000,1400,475000,5,NEW DORP                 ,1,4217,44, ,A5,10306,2003,1, A5 ,8/11/2015
2222,1400,400000,5,NEW DORP                 ,1,4033,79, ,A5,10306,2003,1, A5 ,9/9/2015
6000,1372,477500,5,NEW DORP                 ,1,4251,37, ,A2,10306,1955,1, A2 ,6/3/2015
5000,1322,587250,5,NEW DORP                 ,1,3596,43, ,A1,10306,1920,1, A1 ,4/1/2015
4000,1316,240000,5,NEW DORP                 ,1,3634,8, ,A1,10306,1945,1, A1 ,4/27/2015
4000,1316,425000,5,NEW DORP                 ,1,3644,56, ,A2,10306,1940,1, A2 ,11/6/2015
2700,1312,335800,5,NEW DORP                 ,1,4058,101, ,A5,10306,1975,1, A5 ,10/8/2015
2335,1300,395000,5,NEW DORP                 ,1,4055,39, ,A5,10306,1997,1, A5 ,8/25/2015
2332,1300,385000,5,NEW DORP                 ,1,4055,40, ,A5,10306,1997,1, A5 ,9/3/2015
3700,1292,607500,5,NEW DORP                 ,1,3618,25, ,A2,10306,1950,1, A2 ,11/6/2015
2607,1280,432000,5,NEW DORP                 ,1,4040,19, ,A5,10306,1994,1, A5 ,4/20/2015
2016,1230,368225,5,NEW DORP                 ,1,4033,118, ,A5,10306,1965,1, A5 ,6/15/2015
2700,1216,378000,5,NEW DORP                 ,1,4039,19, ,A5,10306,1970,1, A5 ,12/30/2015
5000,1205,409750,5,NEW DORP                 ,1,4222,58, ,A2,10306,1950,1, A2 ,9/30/2015
2500,1200,375000,5,NEW DORP                 ,1,4048,30, ,A5,10306,1970,1, A5 ,1/30/2015
6000,1170,546000,5,NEW DORP                 ,1,3643,50, ,A2,10306,1950,1, A2 ,10/2/2015
2500,1170,320000,5,NEW DORP                 ,1,4052,33, ,A5,10306,1988,1, A5 ,7/31/2015
2583,1152,295000,5,NEW DORP                 ,1,3620,78, ,A1,10306,1960,1, A1 ,2/27/2015
4000,1141,540000,5,NEW DORP                 ,1,4223,29, ,A2,10306,1950,1, A2 ,9/16/2015
5760,1140,508000,5,NEW DORP                 ,1,4241,42, ,A2,10306,1960,1, A2 ,11/10/2015
4000,1056,365000,5,NEW DORP                 ,1,3612,17, ,A2,10306,1950,1, A2 ,3/19/2015
3750,1050,380000,5,NEW DORP                 ,1,4227,3, ,A2,10306,1950,1, A2 ,11/12/2015
4000,1036,685000,5,NEW DORP                 ,1,4249,38, ,A1,10306,1945,1, A1 ,9/4/2015
5000,1008,335000,5,NEW DORP                 ,1,4053,51, ,A2,10306,1950,1, A2 ,10/6/2015
4500,1007,525000,5,NEW DORP                 ,1,3640,63, ,A2,10306,1955,1, A2 ,8/28/2015
2424,990,315000,5,NEW DORP                 ,1,4033,64, ,A5,10306,1965,1, A5 ,3/6/2015
4042,988,415000,5,NEW DORP                 ,1,3624,14, ,A2,10306,1955,1, A2 ,8/3/2015
4141,988,335000,5,NEW DORP                 ,1,4033,87, ,A2,10306,1960,1, A2 ,5/14/2015
5600,975,450000,5,NEW DORP                 ,1,4232,20, ,A2,10306,1950,1, A2 ,8/2/2015
4000,960,500000,5,NEW DORP                 ,1,4249,52, ,A2,10306,1960,1, A2 ,11/30/2015
4000,960,515000,5,NEW DORP                 ,1,4237,16, ,A2,10306,1965,1, A2 ,8/26/2015
5529,950,500000,5,NEW DORP                 ,1,3636,61, ,A2,10306,1950,1, A2 ,8/18/2015
9375,940,455000,5,NEW DORP                 ,1,4031,68, ,A2,10306,1950,1, A2 ,12/2/2015
9630,936,695000,5,NEW DORP                 ,1,3632,1, ,A2,10306,1965,1, A2 ,11/5/2015
3650,935,350000,5,NEW DORP                 ,1,4215,12, ,A2,10306,1950,1, A2 ,12/7/2015
4000,864,435000,5,NEW DORP                 ,1,3611,9, ,A1,10306,1960,1, A1 ,11/19/2015
4000,864,417000,5,NEW DORP                 ,1,3616,29, ,A2,10306,1955,1, A2 ,6/10/2015
4000,848,270000,5,NEW DORP                 ,1,3636,6, ,A2,10306,1955,1, A2 ,7/27/2015
4000,836,395000,5,NEW DORP                 ,1,4243,54, ,A2,10306,1955,1, A2 ,2/26/2015
6800,828,450000,5,NEW DORP                 ,1,4231,63, ,A2,10306,1945,1, A2 ,6/25/2015
3735,824,395000,5,NEW DORP                 ,1,3610,52, ,A2,10306,1960,1, A2 ,10/30/2015
6000,816,520000,5,NEW DORP                 ,1,4243,62, ,A2,10306,1960,1, A2 ,6/30/2015
